Location,Technology       ,Tweet                                                                                                                                                                                                                                                                                                                                                                ,Sentiment_Score
CA      ,AWS cloud        ,RT @mlabieniec: \u201cHow to use AWS Amplify and Angular to Build Cloud Enabled JavaScript Applications\u201d by @dabit3 https://t.co/Lc1ybuM5Wt                                                                                                                                                                                                                     ,0
CA      ,AWS cloud        ,"RT @Cohesity: Customers that have adopted, or are considering adopting the cloud are facing 3 challenges from a storage perspective. Read m\u2026                                                                                                                                                                                                                  ",0
CA      ,AWS cloud        ,"Learn how @Nutanix and Aviatrix are making the #cloud, and networking to it, as invisible as Nutanix has made virtu\u2026 https://t.co/5Jk1Khqsw2                                                                                                                                                                                                                  ",0
CA      ,AWS cloud        ,RT @mlabieniec: \u201cHow to use AWS Amplify and Angular to Build Cloud Enabled JavaScript Applications\u201d by @dabit3 https://t.co/Lc1ybuM5Wt                                                                                                                                                                                                                     ,0
CA      ,AWS cloud        ,Talend #DataStreams: How to Create a Pipeline Using Live Streaming Twitter Data - https://t.co/8qt1VdArhR\n\n#bigdata\u2026 https://t.co/eW9GfyQuzO                                                                                                                                                                                                                  ,0
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",1
CA      ,AWS cloud        ,"Phenomenal talk on #aws security, great job @hensonengineer! #amazonwebservices #gluecon https://t.co/kLxOPIeaKs                                                                                                                                                                                                                                                   ",1
CA      ,AWS cloud        ,DevOps AWS Engineer: Looking for a Junior and a Senior DevOps Engineer \u2013 Developer and Infrastructure Experience wi\u2026 https://t.co/GAIm81Cko9                                                                                                                                                                                                               ,1
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",0
CA      ,AWS cloud        ,#AWS #Fargate https://t.co/jBIHgcd3cH                                                                                                                                                                                                                                                                                                                                ,1
CA      ,AWS cloud        ,RT @mlabieniec: \u201cHow to use AWS Amplify and Angular to Build Cloud Enabled JavaScript Applications\u201d by @dabit3 https://t.co/Lc1ybuM5Wt                                                                                                                                                                                                                     ,0
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",0
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,RT @awscloud: Translate text into different languages from your application. \ud83c\uddeb\ud83c\uddf7\ud83c\uddfa\ud83c\uddf8It's easy with Amazon Transcribe and #PowerShell! #AWS htt\u2026                                                                                                                                                                        ,0
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",1
CA      ,AWS cloud        ,5 easy #ways to #deploy #aws #containers to production. #cloudonboard #cloudonboard https://t.co/LifPt4lj7j https://t.co/pvHxlxrGNz                                                                                                                                                                                                                                  ,1
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,RT @awscloud: Get 5GB/month of Cloud Storage Free with AWS S3. Simple To Start with No Startup Costs.\n https://t.co/9n6UxjWFGl                                                                                                                                                                                                                                      ,0
CA      ,AWS cloud        ,RT @mlabieniec: \u201cHow to use AWS Amplify and Angular to Build Cloud Enabled JavaScript Applications\u201d by @dabit3 https://t.co/Lc1ybuM5Wt                                                                                                                                                                                                                     ,1
CA      ,AWS cloud        ,Serverless in the #Cloud:  AWS vs. @Google #Cloud vs. @Microsoft Azure via @infoworld https://t.co/YKdPt5foTK                                                                                                                                                                                                                                                        ,0
CA      ,AWS cloud        ,RT @awscloud: How to rapidly build &amp; scale Horizon 7 desktops &amp; applications with @VMware Cloud on AWS: https://t.co/gikaiqm842 #VMWonAWS h\u2026                                                                                                                                                                                                            ,0
CA      ,AWS cloud        ,RT @awscloud: Translate text into different languages from your application. \ud83c\uddeb\ud83c\uddf7\ud83c\uddfa\ud83c\uddf8It's easy with Amazon Transcribe and #PowerShell! #AWS htt\u2026                                                                                                                                                                        ,0
CA      ,AWS cloud        ,\u201cHow to use AWS Amplify and Angular to Build Cloud Enabled JavaScript Applications\u201d by @dabit3 https://t.co/Lc1ybuM5Wt                                                                                                                                                                                                                                     ,1
CA      ,AWS cloud        ,Amazon Web Services #AWS Moves to Simplify Production-Grade Business #Blockchains https://t.co/fLu9jEh01f                                                                                                                                                                                                                                                            ,0
CA      ,AWS cloud        ,RT @mza: SageMaker\u2019s built in algorithms are crazy fast. Check out the performance of SageMaker PCA on high-dimensional datasets. #aws http\u2026                                                                                                                                                                                                               ,0
CA      ,AWS cloud        ,"RT @vmwarehorizon: From VMware Cloud on AWS to #JMP Workflow, the #VMwareHorizon 7.5 release is raising the bar for management simplicity.\u2026                                                                                                                                                                                                                   ",0
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",0
CA      ,AWS cloud        ,RT @awscloud: Get 5GB/month of Cloud Storage Free with AWS S3. Simple To Start with No Startup Costs.\n https://t.co/cWNCq117fo                                                                                                                                                                                                                                      ,1
CA      ,AWS cloud        ,RT @awscloud: 2 days over 80 sessions - Join the cloud computing community at the AWS Summit Berlin!                                                                                                                                                                                                                                                                 ,1
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",0
CA      ,AWS cloud        ,RT @Reliam: @ThreatStack asked Reliam CTO Jonathan LaCour \u201cWhat\u2019s the number one mistake companies make when it comes to AWS security and h\u2026                                                                                                                                                                                                          ,1
CA      ,AWS cloud        ,RT @nadubharadwaj: #VMWonAWS - always focused on developers! New Developer Center updates - API explorer redesign and lot more code samples\u2026                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,RT @mza: SageMaker\u2019s built in algorithms are crazy fast. Check out the performance of SageMaker PCA on high-dimensional datasets. #aws http\u2026                                                                                                                                                                                                               ,0
CA      ,AWS cloud        ,"Want to work at Scientific Research Corporation? We're #hiring in #SanDiego, CA! Click for details:\u2026 https://t.co/1ecEBGPhAv                                                                                                                                                                                                                                  ",0
CA      ,AWS cloud        ,RT @awscloud: Learn about connectivity options for @VMware Cloud on AWS Software Defined Data Centers: https://t.co/A1tuAo7EGi #VMWonAWS ht\u2026                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,RT @jeffbarr: #AWS IoT 1-Click - Use Simple Devices to Trigger Lambda Functions - https://t.co/k3i6nFlDK3 https://t.co/Xoj5qZwsmx                                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,RT @pas256: An easier way to control access to AWS resources by using the AWS organization of IAM principals https://t.co/p86QpigC7A #aws #\u2026                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,Think Serverless \u2013 Writing applications that leverage fully managed and interoperable cloud services allows you to\u2026 https://t.co/GDCjp7PGy6                                                                                                                                                                                                                ,0
CA      ,AWS cloud        ,RT @awscloud: Enhance your cloud skills with essential AWS training. https://t.co/ZGkHzczOph                                                                                                                                                                                                                                                                         ,0
CA      ,AWS cloud        ,RT @awscloud: Translate text into different languages from your application. \ud83c\uddeb\ud83c\uddf7\ud83c\uddfa\ud83c\uddf8It's easy with Amazon Transcribe and #PowerShell! #AWS htt\u2026                                                                                                                                                                        ,0
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",1
CA      ,AWS cloud        ,RT @awscloud: Translate text into different languages from your application. \ud83c\uddeb\ud83c\uddf7\ud83c\uddfa\ud83c\uddf8It's easy with Amazon Transcribe and #PowerShell! #AWS htt\u2026                                                                                                                                                                        ,1
CA      ,AWS cloud        ,RT @Datrium: Interested in easier workload mobility across sites and efficiently/securely transferring data to the #AWS #PublicCloud? Accor\u2026                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,Early birds @ClovityInc party this evening! #celebrating success after #IoTworld ! Stay Tuned!\n\n#ThursdayGroove\u2026 https://t.co/e6HrSqAWza                                                                                                                                                                                                                      ,1
CA      ,AWS cloud        ,RT @awscloud: #AWS has 500+ features and services focused on security and compliance. Learn more.\n https://t.co/kUNRhwvNs0                                                                                                                                                                                                                                          ,1
CA      ,AWS cloud        ,Another Amazing day @IoTWorldSeries! @ClovityInc &amp; @awscloud in discussions on nextGen end-2-end #IoT Solutions for\u2026 https://t.co/RKOH7VGJdR                                                                                                                                                                                                                ,0
CA      ,AWS cloud        ,RT @awscloud: Enhance your cloud skills with essential AWS training. https://t.co/ZGkHzczOph                                                                                                                                                                                                                                                                         ,1
CA      ,AWS cloud        ,RT @awscloud: Enhance your cloud skills with essential AWS training. https://t.co/ZGkHzczOph                                                                                                                                                                                                                                                                         ,0
CA      ,AWS cloud        ,RT @awscloud: #AWS has 500+ features and services focused on security and compliance. Learn more.\n https://t.co/kUNRhwvNs0                                                                                                                                                                                                                                          ,0
CA      ,AWS cloud        ,RT @awscloud: #AWS has 500+ features and services focused on security and compliance. Learn more.\n https://t.co/kUNRhwvNs0                                                                                                                                                                                                                                          ,0
CA      ,AWS cloud        ,Preventing #security fires with Amazon GuardDuty &amp; @AlertLogic Cloud Insight Essentials: https://t.co/YfFx2Y8hZS https://t.co/U8x58suyiy                                                                                                                                                                                                                         ,0
CA      ,AWS cloud        ,"RT @CyberSquarePeg: #AWS S3 bucket misconfigurations are preventable, people!  It's not that hard to secure.  This exposure is pretty signi\u2026                                                                                                                                                                                                                  ",0
CA      ,AWS cloud        ,"#AWS S3 bucket misconfigurations are preventable, people!  It's not that hard to secure.  This exposure is pretty s\u2026 https://t.co/bMdR4kCVoI                                                                                                                                                                                                                  ",1
CA      ,AWS cloud        ,RT @mza: SageMaker\u2019s built in algorithms are crazy fast. Check out the performance of SageMaker PCA on high-dimensional datasets. #aws http\u2026                                                                                                                                                                                                               ,1
CA      ,AWS cloud        ,RT @marc_smith: #cloudcomputing via NodeXL https://t.co/VV2oocgPa0\n@algorithmic_ef\n@mikequindazzi\n@cloud_ser\n@gp_pulipaka\n@friendupcloud\n@a\u2026                                                                                                                                                                                                              ,0
CA      ,AWS cloud        ,RT @mza: SageMaker\u2019s built in algorithms are crazy fast. Check out the performance of SageMaker PCA on high-dimensional datasets. #aws http\u2026                                                                                                                                                                                                               ,0
CA      ,AWS cloud        ,RT @jeffbarr: #AWS Summit Season is Almost Here - Get Ready to Register - https://t.co/agc2iaQ55E #AWSQuest https://t.co/7vmLaMfDDz                                                                                                                                                                                                                                  ,0
CA      ,AWS cloud        ,RT @awscloud: Learn about connectivity options for @VMware Cloud on AWS Software Defined Data Centers: https://t.co/A1tuAo7EGi #VMWonAWS ht\u2026                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,RT @nadubharadwaj: #VMWonAWS - always focused on developers! New Developer Center updates - API explorer redesign and lot more code samples\u2026                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,RT @nutanix: Have workloads in #AWS or #Azure? Want to realize cloud cost savings by eliminating or right-sizing unused and underutilized r\u2026                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,"Picking up where we left off, taking a closer look at automated AWS organizations and linked account creation, with\u2026 https://t.co/iFjlijUfNd                                                                                                                                                                                                                  ",0
CA      ,AWS cloud        ,RT @awscloud: How to connect microcontroller-based devices to the cloud with Amazon FreeRTOS &amp; @EspressifSystem's ESP32: https://t.co/0ATyg\u2026                                                                                                                                                                                                                ,0
CA      ,AWS cloud        ,RT @awscloud: Translate text into different languages from your application. \ud83c\uddeb\ud83c\uddf7\ud83c\uddfa\ud83c\uddf8It's easy with Amazon Transcribe and #PowerShell! #AWS htt\u2026                                                                                                                                                                        ,0
CA      ,AWS cloud        ,RT @awscloud: More controls and increased privacy - all at a lower cost with #AWS. #cloudsecurity\n https://t.co/ueNAPulimW                                                                                                                                                                                                                                          ,1
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,@ThreatStack asked Reliam CTO Jonathan LaCour \u201cWhat\u2019s the number one mistake companies make when it comes to AWS se\u2026 https://t.co/KMNYoia6iN                                                                                                                                                                                                          ,0
CA      ,AWS cloud        ,"RT @newrelic: Detect errors or possible issues before, during, and after your #cloudmigration. Register for our webinar w/ #AWS to learn mo\u2026                                                                                                                                                                                                                  ",0
CA      ,AWS cloud        ,#AmazonAurora Backtrack \u2013 Turn Back Time https://t.co/MVYf3VgGcu @awscloud #AWS #AmazonWebServices                                                                                                                                                                                                                                                              ,0
CA      ,AWS cloud        ,RT @RobinPurohit1: The Griddable SaaS platform is now publicly available on AWS and VMware Cloud on AWS with free trial! https://t.co/aLFk7\u2026                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,Want to deploy your application quickly using @AmazonWebServices? AWS Elastic Beanstalk is the solution you need.\u2026 https://t.co/weJJj1TyUV                                                                                                                                                                                                                      ,1
CA      ,AWS cloud        ,"RT @newrelic: Detect errors or possible issues before, during, and after your #cloudmigration. Register for our webinar w/ #AWS to learn mo\u2026                                                                                                                                                                                                                  ",1
CA      ,AWS cloud        ,The Griddable SaaS platform is now publicly available on AWS and VMware Cloud on AWS with free trial!\u2026 https://t.co/W7i3aL5Xas                                                                                                                                                                                                                                  ,0
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,"RT @tableau: \u2601\ufe0f Hey AWS users, we have some exciting news \u2014 Quick Start for Tableau Server on the @AWSCloud now supports Linux! Learn more:\u2026                                                                                                                                                                                                   ",0
CA      ,AWS cloud        ,"RT @bsridha1: The Eclipse Foundation's annual #IoT developer survey covers everything IoT: the top concerns, #trends, #tech and more. Check\u2026                                                                                                                                                                                                                  ",1
CA      ,AWS cloud        ,Happy to share that the first #AWS Business Productivity blog post is out and it\u2019s about how we help Alexa for Busi\u2026 https://t.co/SR4pJuSmy3                                                                                                                                                                                                               ,1
CA      ,AWS cloud        ,Can you recommend anyone for this #job? AWS Cloud Architect Manager - Multiple locations across the US -\u2026 https://t.co/qCqRN6016d                                                                                                                                                                                                                               ,1
CA      ,AWS cloud        ,"RT @cloudacademy: #AWS, #GoogleCloud, and #Azure Compared in Under 5 Minutes --&gt; https://t.co/R1YgCpJCFk https://t.co/SyqiuW67SL                                                                                                                                                                                                                                ",0
CA      ,AWS cloud        ,RT @dstaley: Y\u2019all Heather is awesome and did some amazing work moving Talky from Packet to AWS to Azure before finally landing on Google C\u2026                                                                                                                                                                                                               ,0
CA      ,AWS cloud        ,"@lafebra @WillieHowe @charliemuppet If you turn off motion, sound, smoke alarm, and CO alarm detection you will dis\u2026 https://t.co/S5gxshpCxG                                                                                                                                                                                                                  ",1
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,RT @onurfz: #AWS #Fargate https://t.co/74HYvFW44f                                                                                                                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,Ready to connect to your VMware Cloud on AWS Cluster? Learn the different connectivity options available!!!\u2026 https://t.co/7mRjxJoqfB                                                                                                                                                                                                                            ,0
CA      ,AWS cloud        ,"In this blog post, learn about monitoring #AWS Elastic Load Balancing with Cloudwatch. https://t.co/deJd2C5TA5 https://t.co/e8q0U06XXM                                                                                                                                                                                                                             ",1
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,RT @mlabieniec: \u201cHow to use AWS Amplify and Angular to Build Cloud Enabled JavaScript Applications\u201d by @dabit3 https://t.co/Lc1ybuM5Wt                                                                                                                                                                                                                     ,0
CA      ,AWS cloud        ,RT @awscloud: Get 5GB/month of Cloud Storage Free with AWS S3. Simple To Start with No Startup Costs.\n https://t.co/cWNCq117fo                                                                                                                                                                                                                                      ,0
CA      ,AWS cloud        ,RT @MattVaseyIoT: Amazon loses another key executive as it becomes a top target for poaching tech talent https://t.co/8WC41hKgvP #AWS #Amaz\u2026                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,RT @awscloud: How to connect microcontroller-based devices to the cloud with Amazon FreeRTOS &amp; @EspressifSystem's ESP32: https://t.co/0ATyg\u2026                                                                                                                                                                                                                ,0
CA      ,AWS cloud        ,An easier way to control access to AWS resources by using the AWS organization of IAM principals https://t.co/p86QpigC7A #aws #security                                                                                                                                                                                                                              ,0
CA      ,AWS cloud        ,this collaboration between Fortinet and AWS opens up immediate as well as longer-term opportunities for bi-directio\u2026 https://t.co/mxQ0nnWpQD                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,New Ref Headshot\n.\n.\n.\n.\n.\n.\n.\n.\n#RefLife #ZebraTalk #CWFH #UWN #FSW #MPW #WWE #RAW #SDLive #NXT #MaverickPro\u2026 https://t.co/vJ8ZiL9VMt                                                                                                                                                                                                                 ,0
CA      ,AWS cloud        ,"(5) It can be deployed in AWS, Azure, Google, Verizon, or any other cloud environment\n#GotJitter?\u2026 https://t.co/WLOdzvLMCI                                                                                                                                                                                                                                   ",0
CA      ,AWS cloud        ,Got #AWS #Terraform &amp; #Kubernetes skills to pay the bills? #ImHiring\nMassive #DigitalMigration to the #PublicCloud\u2026 https://t.co/PL75VK4cFH                                                                                                                                                                                                                ,0
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,Y\u2019all Heather is awesome and did some amazing work moving Talky from Packet to AWS to Azure before finally landing\u2026 https://t.co/sSE7C4iz41                                                                                                                                                                                                                ,0
CA      ,AWS cloud        ,"RT @vmwarehorizon: From VMware Cloud on AWS to #JMP Workflow, the #VMwareHorizon 7.5 release is raising the bar for management simplicity.\u2026                                                                                                                                                                                                                   ",1
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,0
CA      ,AWS cloud        ,RT @mlabieniec: \u201cHow to use AWS Amplify and Angular to Build Cloud Enabled JavaScript Applications\u201d by @dabit3 https://t.co/Lc1ybuM5Wt                                                                                                                                                                                                                     ,0
CA      ,AWS cloud        ,"RT @Cohesity: Customers that have adopted, or are considering adopting the cloud are facing 3 challenges from a storage perspective. Read m\u2026                                                                                                                                                                                                                  ",0
CA      ,AWS cloud        ,"Learn how @Nutanix and Aviatrix are making the #cloud, and networking to it, as invisible as Nutanix has made virtu\u2026 https://t.co/5Jk1Khqsw2                                                                                                                                                                                                                  ",0
CA      ,AWS cloud        ,RT @mlabieniec: \u201cHow to use AWS Amplify and Angular to Build Cloud Enabled JavaScript Applications\u201d by @dabit3 https://t.co/Lc1ybuM5Wt                                                                                                                                                                                                                     ,0
CA      ,AWS cloud        ,Talend #DataStreams: How to Create a Pipeline Using Live Streaming Twitter Data - https://t.co/8qt1VdArhR\n\n#bigdata\u2026 https://t.co/eW9GfyQuzO                                                                                                                                                                                                                  ,0
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",1
CA      ,AWS cloud        ,"Phenomenal talk on #aws security, great job @hensonengineer! #amazonwebservices #gluecon https://t.co/kLxOPIeaKs                                                                                                                                                                                                                                                   ",1
CA      ,AWS cloud        ,DevOps AWS Engineer: Looking for a Junior and a Senior DevOps Engineer \u2013 Developer and Infrastructure Experience wi\u2026 https://t.co/GAIm81Cko9                                                                                                                                                                                                               ,1
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",0
CA      ,AWS cloud        ,#AWS #Fargate https://t.co/jBIHgcd3cH                                                                                                                                                                                                                                                                                                                                ,1
CA      ,AWS cloud        ,RT @mlabieniec: \u201cHow to use AWS Amplify and Angular to Build Cloud Enabled JavaScript Applications\u201d by @dabit3 https://t.co/Lc1ybuM5Wt                                                                                                                                                                                                                     ,0
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",0
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,1
CA      ,AWS cloud        ,RT @awscloud: Translate text into different languages from your application. \ud83c\uddeb\ud83c\uddf7\ud83c\uddfa\ud83c\uddf8It's easy with Amazon Transcribe and #PowerShell! #AWS htt\u2026                                                                                                                                                                        ,0
CA      ,AWS cloud        ,"RT @awscloud: We\u2019re excited to share that @Verizon selected AWS as its preferred public cloud provider, and is migrating over 1,000 busines\u2026                                                                                                                                                                                                             ",1
CA      ,AWS cloud        ,5 easy #ways to #deploy #aws #containers to production. #cloudonboard #cloudonboard https://t.co/LifPt4lj7j https://t.co/pvHxlxrGNz                                                                                                                                                                                                                                  ,1
CA      ,AWS cloud        ,RT @awscloud: Learn how @AWS_Partners like @Flux7Labs are helping customers with their AWS cloud journey: https://t.co/qkLoBAorAr                                                                                                                                                                                                                                    ,1
